Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_PTM	KW-0873~Pyrrolidone carboxylic acid	4	5.633802816901409	0.009372289426866923	C1QB, AZGP1, ITGB2, JCHAIN	62	102	14316	9.055028462998102	0.163821547045355	0.04686144713433461	0.04686144713433461
GOTERM_BP_DIRECT	GO:0042594~response to starvation	3	4.225352112676056	0.00953708929223695	ADSL, UGT1A1, PCK1	71	41	19478	20.073514256269323	0.9996553352407593	0.27361580314279804	0.26868282592267545
UP_KW_BIOLOGICAL_PROCESS	KW-0445~Lipid transport	5	7.042253521126761	0.0097907296981956	ABCC2, APOA1, APOE, APOB, ABCG2	56	176	11523	5.84567775974026	0.3319537932114023	0.08028398352520391	0.0685351078873692
BIOCARTA	h_il17Pathway:IL 17 Signaling Pathway	3	4.225352112676056	0.01002382457729158	CD2, CD3G, CD3E	18	15	1622	18.02222222222222	0.3580684881839561	0.05513103517510369	0.04636018866997356
INTERPRO	IPR006897:HNF1b_C	2	2.8169014084507045	0.010058840755176978	HNF4A, HNF1A	71	3	20808	195.38028169014083	0.959432902777119	0.16324979200120723	0.16170484128826207
INTERPRO	IPR021177:Serum_albumin/AFP/Afamin	2	2.8169014084507045	0.010058840755176978	ALB, AFP	71	3	20808	195.38028169014083	0.959432902777119	0.16324979200120723	0.16170484128826207
INTERPRO	IPR023219:HNF1_dimer_N_dom_sf	2	2.8169014084507045	0.010058840755176978	HNF4A, HNF1A	71	3	20808	195.38028169014083	0.959432902777119	0.16324979200120723	0.16170484128826207
INTERPRO	IPR039066:HNF-1	2	2.8169014084507045	0.010058840755176978	HNF4A, HNF1A	71	3	20808	195.38028169014083	0.959432902777119	0.16324979200120723	0.16170484128826207
GOTERM_CC_DIRECT	GO:0005889~potassium:proton exchanging ATPase complex	2	2.8169014084507045	0.010065108151296779	ATP4B, ATP4A	71	3	20795	195.2582159624413	0.8331316961081889	0.11134525892372062	0.0968766659562315
UP_SEQ_FEATURE	DOMAIN:Albumin	2	2.8169014084507045	0.010123331953310262	ALB, AFP	71	3	20675	194.13145539906102	0.9934376804213307	0.4437857235204682	0.4437857235204682
UP_SEQ_FEATURE	DOMAIN:Nuclear receptor	3	4.225352112676056	0.010184121495616138	HNF4A, NR1I2, NR1H4	71	45	20675	19.4131455399061	0.993633778921284	0.4437857235204682	0.4437857235204682
INTERPRO	IPR001628:Znf_hrmn_rcpt	3	4.225352112676056	0.010494968518974808	HNF4A, NR1I2, NR1H4	71	46	20808	19.113288426209433	0.9647216570838268	0.16324979200120723	0.16170484128826207
UP_SEQ_FEATURE	ZN_FING:NR C4-type	3	4.225352112676056	0.010623931356389733	HNF4A, NR1I2, NR1H4	71	46	20675	18.991120636864665	0.9948886897795576	0.4437857235204682	0.4437857235204682
UP_SEQ_FEATURE	DNA_BIND:Nuclear receptor	3	4.225352112676056	0.010623931356389733	HNF4A, NR1I2, NR1H4	71	46	20675	18.991120636864665	0.9948886897795576	0.4437857235204682	0.4437857235204682
GOTERM_MF_DIRECT	GO:0008900~P-type potassium:proton transporter activity	2	2.8169014084507045	0.010868344523423317	ATP4B, ATP4A	71	3	19253	180.7793427230047	0.9410054158887257	0.16558242538627288	0.15279613771165723
KEGG_PATHWAY	hsa03320:PPAR signaling pathway	4	5.633802816901409	0.01097321949740728	APOA1, PCK1, CYP7A1, CYP8B1	53	76	8534	8.4746772591857	0.8024925149024027	0.161306326611887	0.15362507296370193
INTERPRO	IPR001723:Nuclear_hrmn_rcpt	3	4.225352112676056	0.011388737656880157	HNF4A, NR1I2, NR1H4	71	48	20808	18.316901408450704	0.9735088681524284	0.16324979200120723	0.16170484128826207
INTERPRO	IPR000536:Nucl_hrmn_rcpt_lig-bd	3	4.225352112676056	0.011388737656880157	HNF4A, NR1I2, NR1H4	71	48	20808	18.316901408450704	0.9735088681524284	0.16324979200120723	0.16170484128826207
INTERPRO	IPR035500:NHR-like_dom_sf	3	4.225352112676056	0.011388737656880157	HNF4A, NR1I2, NR1H4	71	48	20808	18.316901408450704	0.9735088681524284	0.16324979200120723	0.16170484128826207
UP_SEQ_FEATURE	DOMAIN:NR LBD	3	4.225352112676056	0.011528366294002253	HNF4A, NR1I2, NR1H4	71	48	20675	18.199823943661972	0.9967467297046184	0.4437857235204682	0.4437857235204682
BIOCARTA	h_no2il12Pathway:NO2-dependent IL 12 Pathway in NK cells	3	4.225352112676056	0.012824154048538174	CD2, CD3G, CD3E	18	17	1622	15.901960784313726	0.43329257165198964	0.06269586423729774	0.052721522199545824
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	6	8.450704225352112	0.012830975062619446	ATP4B, ATP4A, ABCC2, EPCAM, CD44, ABCG2	71	414	20795	4.244743825270463	0.8983051414549823	0.13359309329903776	0.11623353880255262
INTERPRO	IPR013783:Ig-like_fold	10	14.084507042253522	0.012946102671670021	CD2, PDGFRA, AZGP1, FCGR3A, FCGR3B, IGKC, PECAM1, IGLC1, CD3G, CD3E	71	1127	20808	2.600447404926453	0.9839285507560261	0.16324979200120723	0.16170484128826207
INTERPRO	IPR020857:Serum_albumin_CS	2	2.8169014084507045	0.013389572845524885	ALB, AFP	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR015484:CD3_esu/gsu/dsu	2	2.8169014084507045	0.013389572845524885	CD3G, CD3E	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR014760:Serum_albumin_N	2	2.8169014084507045	0.013389572845524885	ALB, AFP	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR044866:HNF_P1	2	2.8169014084507045	0.013389572845524885	HNF4A, HNF1A	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR000264:ALB/AFP/VDB	2	2.8169014084507045	0.013389572845524885	ALB, AFP	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR000074:ApoA_E	2	2.8169014084507045	0.013389572845524885	APOA1, APOE	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR006899:HNF-1_N	2	2.8169014084507045	0.013389572845524885	HNF4A, HNF1A	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR044869:HNF-1_POU	2	2.8169014084507045	0.013389572845524885	HNF4A, HNF1A	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
INTERPRO	IPR050163:Apolipoprotein_A1/A4/E	2	2.8169014084507045	0.013389572845524885	APOA1, APOE	71	4	20808	146.53521126760563	0.9860624243718396	0.16324979200120723	0.16170484128826207
UP_SEQ_FEATURE	DOMAIN:Albumin 1	2	2.8169014084507045	0.013475275005682234	ALB, AFP	71	4	20675	145.59859154929578	0.9987716013877274	0.4437857235204682	0.4437857235204682
UP_SEQ_FEATURE	DOMAIN:HNF-p1	2	2.8169014084507045	0.013475275005682234	HNF4A, HNF1A	71	4	20675	145.59859154929578	0.9987716013877274	0.4437857235204682	0.4437857235204682
UP_SEQ_FEATURE	DOMAIN:Albumin 2	2	2.8169014084507045	0.013475275005682234	ALB, AFP	71	4	20675	145.59859154929578	0.9987716013877274	0.4437857235204682	0.4437857235204682
UP_SEQ_FEATURE	DOMAIN:POU-specific atypical	2	2.8169014084507045	0.013475275005682234	HNF4A, HNF1A	71	4	20675	145.59859154929578	0.9987716013877274	0.4437857235204682	0.4437857235204682
UP_SEQ_FEATURE	DOMAIN:Albumin 3	2	2.8169014084507045	0.013475275005682234	ALB, AFP	71	4	20675	145.59859154929578	0.9987716013877274	0.4437857235204682	0.4437857235204682
GOTERM_CC_DIRECT	GO:0045111~intermediate filament cytoskeleton	3	4.225352112676056	0.013779928963722031	DES, NR1I2, KRT7	71	53	20795	16.57852777039596	0.9142233428511937	0.13550263480993333	0.11789494780073294
KEGG_PATHWAY	hsa01523:Antifolate resistance	3	4.225352112676056	0.014205918878722492	ABCC2, GART, ABCG2	53	30	8534	16.10188679245283	0.8779402943459936	0.18984273410656421	0.18080260391101352
GOTERM_BP_DIRECT	GO:1902995~positive regulation of phospholipid efflux	2	2.8169014084507045	0.014298980980071867	APOA1, APOE	71	4	19478	137.16901408450704	0.9999937481147183	0.37177350548186855	0.3650708581474598
GOTERM_BP_DIRECT	GO:0010903~negative regulation of very-low-density lipoprotein particle remodeling	2	2.8169014084507045	0.014298980980071867	NR1H4, APOA1	71	4	19478	137.16901408450704	0.9999937481147183	0.37177350548186855	0.3650708581474598
GOTERM_BP_DIRECT	GO:0009822~alkaloid catabolic process	2	2.8169014084507045	0.014298980980071867	CYP2D6, CYP3A4	71	4	19478	137.16901408450704	0.9999937481147183	0.37177350548186855	0.3650708581474598
UP_KW_PTM	KW-0558~Oxidation	3	4.225352112676056	0.014416151286910598	ACTA2, APOA1, APOE	62	43	14316	16.109527381845464	0.2411114865022448	0.05766460514764239	0.05766460514764239
GOTERM_MF_DIRECT	GO:0019959~interleukin-8 binding	2	2.8169014084507045	0.014465186906097202	CXCR1, CXCR2	71	4	19253	135.58450704225353	0.9770363873589607	0.1784039718418655	0.16462760335986817
GOTERM_MF_DIRECT	GO:0034875~caffeine oxidase activity	2	2.8169014084507045	0.014465186906097202	CYP2C9, CYP3A4	71	4	19253	135.58450704225353	0.9770363873589607	0.1784039718418655	0.16462760335986817
GOTERM_MF_DIRECT	GO:0062188~anandamide 11,12 epoxidase activity	2	2.8169014084507045	0.014465186906097202	CYP2D6, CYP3A4	71	4	19253	135.58450704225353	0.9770363873589607	0.1784039718418655	0.16462760335986817
GOTERM_MF_DIRECT	GO:0062187~anandamide 8,9 epoxidase activity	2	2.8169014084507045	0.014465186906097202	CYP2D6, CYP3A4	71	4	19253	135.58450704225353	0.9770363873589607	0.1784039718418655	0.16462760335986817
SMART	SM00399:ZnF_C4	3	4.225352112676056	0.014583194413541736	HNF4A, NR1I2, NR1H4	44	46	10706	15.86857707509881	0.5341585182219579	0.2768384689772763	0.2715146522661749
GOTERM_BP_DIRECT	GO:0065003~protein-containing complex assembly	4	5.633802816901409	0.015665414035894634	CD3G, SOX9, CD3E, JCHAIN	71	146	19478	7.516110360794906	0.9999980286498575	0.375134616118894	0.3683713718379043
KEGG_PATHWAY	hsa04145:Phagosome	5	7.042253521126761	0.015704685659436408	MARCO, FCGR3A, FCGR3B, ITGB2, CD14	53	159	8534	5.063486412721016	0.902403015360688	0.192382399328096	0.18322133269342475
INTERPRO	IPR013088:Znf_NHR/GATA	3	4.225352112676056	0.01580434506040258	HNF4A, NR1I2, NR1H4	71	57	20808	15.424759080800591	0.993590597484528	0.18264947535450426	0.18092093142370455
SMART	SM00430:HOLI	3	4.225352112676056	0.015813422787694244	HNF4A, NR1I2, NR1H4	44	48	10706	15.207386363636363	0.5634572732504908	0.2768384689772763	0.2715146522661749
SMART	SM00103:ALBUMIN	2	2.8169014084507045	0.015971450133304404	ALB, AFP	44	4	10706	121.65909090909092	0.567087283338374	0.2768384689772763	0.2715146522661749
GOTERM_BP_DIRECT	GO:0042572~retinol metabolic process	3	4.225352112676056	0.016152408517060318	CYP2D6, CYP1A1, CYP3A4	71	54	19478	15.241001564945227	0.9999986939738241	0.375134616118894	0.3683713718379043
GOTERM_BP_DIRECT	GO:0016477~cell migration	5	7.042253521126761	0.01640464638351576	PDGFRA, CDH5, MMP2, INSM1, CD44	71	271	19478	5.061587235590666	0.9999989448801178	0.375134616118894	0.3683713718379043
GOTERM_MF_DIRECT	GO:0004879~nuclear receptor activity	3	4.225352112676056	0.016509039216143398	HNF4A, NR1I2, NR1H4	71	54	19253	15.06494522691706	0.9865869813646969	0.19435641622641547	0.17934819875719418
INTERPRO	IPR020858:Serum_albumin-like	2	2.8169014084507045	0.016709257997730674	ALB, AFP	71	5	20808	117.2281690140845	0.9952117347493389	0.18264947535450426	0.18092093142370455
INTERPRO	IPR024204:Cyt_P450_CYP7A1-type	2	2.8169014084507045	0.016709257997730674	CYP7A1, CYP8B1	71	5	20808	117.2281690140845	0.9952117347493389	0.18264947535450426	0.18092093142370455
GOTERM_CC_DIRECT	GO:0034363~intermediate-density lipoprotein particle	2	2.8169014084507045	0.016719634461655933	APOE, APOB	71	5	20795	117.1549295774648	0.9494298805534728	0.15112042007834106	0.1314833033449973
PIR_SUPERFAMILY	PIRSF002520:Serum_albumin_subgroup	2	2.8169014084507045	0.016914044352852316	ALB, AFP	12	3	1941	107.83333333333333	0.19889508977016634	0.18229340778773384	0.18229340778773384
GOTERM_BP_DIRECT	GO:0031623~receptor internalization	3	4.225352112676056	0.017303011235371018	CXCR1, ITGB2, CXCR2	71	56	19478	14.696680080482897	0.9999995066805711	0.375134616118894	0.3683713718379043
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	10	14.084507042253522	0.017604604119766998	PDGFRA, CYP2C9, UGT1A1, CYP2D6, CYP1A1, APOB, CYP3A4, CYP7A1, CYP8B1, UGT2B7	71	1186	20795	2.46953898772059	0.9568800387980149	0.15112042007834106	0.1314833033449973
GOTERM_BP_DIRECT	GO:0055090~acylglycerol homeostasis	2	2.8169014084507045	0.01784211907921601	APOA1, APOE	71	5	19478	109.73521126760565	0.99999968750258	0.375134616118894	0.3683713718379043
GOTERM_BP_DIRECT	GO:0070857~regulation of bile acid biosynthetic process	2	2.8169014084507045	0.01784211907921601	NR1H4, CYP7A1	71	5	19478	109.73521126760565	0.99999968750258	0.375134616118894	0.3683713718379043
GOTERM_BP_DIRECT	GO:0090205~positive regulation of cholesterol metabolic process	2	2.8169014084507045	0.01784211907921601	APOA1, APOE	71	5	19478	109.73521126760565	0.99999968750258	0.375134616118894	0.3683713718379043
GOTERM_BP_DIRECT	GO:0050728~negative regulation of inflammatory response	4	5.633802816901409	0.018035318082639133	CDH5, NR1H4, APOA1, APOE	71	154	19478	7.125663069325042	0.9999997346848213	0.375134616118894	0.3683713718379043
GOTERM_MF_DIRECT	GO:0062189~anandamide 14,15 epoxidase activity	2	2.8169014084507045	0.018049136042406298	CYP2D6, CYP3A4	71	5	19253	108.46760563380282	0.9910618640915387	0.20324896673840134	0.1875540658319611
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	4	5.633802816901409	0.018657316011467057	DES, VILL, SOX9, APOE	71	156	19478	7.034308414590105	0.9999998433922177	0.3782091068602624	0.3713904330586951
UP_KW_DOMAIN	KW-0393~Immunoglobulin domain	9	12.676056338028168	0.018838619823699783	CD2, PDGFRA, FCGR3A, FCGR3B, IGKC, PECAM1, IGLC1, CD3G, CD3E	61	825	14625	2.615499254843517	0.2040508092742277	0.1130317189421987	0.1130317189421987
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	3	4.225352112676056	0.019092286644388244	CXCR1, ITGB2, CXCR2	71	59	19478	13.949391262831226	0.9999998917019889	0.3782091068602624	0.3713904330586951
UP_KW_LIGAND	KW-0408~Iron	6	8.450704225352112	0.019207353311168414	CYP2C9, CYP2D6, CYP1A1, CYP3A4, CYP7A1, CYP8B1	32	357	6987	3.669642857142857	0.25241940961332565	0.1440551498337631	0.1440551498337631
INTERPRO	IPR018039:IF_conserved	3	4.225352112676056	0.01966509554030551	KRT19, DES, KRT7	71	64	20808	13.737676056338028	0.9981562346001296	0.2046995014665575	0.20276228220977618
UP_SEQ_FEATURE	REGION:Linker 12	3	4.225352112676056	0.01990183753832729	KRT19, DES, KRT7	71	64	20675	13.64986795774648	0.9999513402325131	0.6118750439968361	0.6118750439968361
INTERPRO	IPR001728:ThyrH_rcpt	2	2.8169014084507045	0.020017932320073446	NR1I2, NR1H4	71	6	20808	97.69014084507042	0.998355072270755	0.2046995014665575	0.20276228220977618
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	5	7.042253521126761	0.020028383666834834	PDGFRA, CDH5, MMP2, PECAM1, INSM1	71	288	19478	4.762812989045384	0.9999999510638765	0.38752593513503675	0.38053928966986184
GOTERM_CC_DIRECT	GO:0071738~IgD immunoglobulin complex	2	2.8169014084507045	0.02003034276186392	IGKC, IGLC1	71	6	20795	97.62910798122066	0.9721621745215132	0.15112042007834106	0.1314833033449973
GOTERM_CC_DIRECT	GO:0071753~IgM immunoglobulin complex	2	2.8169014084507045	0.02003034276186392	IGKC, IGLC1	71	6	20795	97.62910798122066	0.9721621745215132	0.15112042007834106	0.1314833033449973
GOTERM_CC_DIRECT	GO:0071742~IgE immunoglobulin complex	2	2.8169014084507045	0.02003034276186392	IGKC, IGLC1	71	6	20795	97.62910798122066	0.9721621745215132	0.15112042007834106	0.1314833033449973
UP_KW_BIOLOGICAL_PROCESS	KW-0752~Steroid biosynthesis	3	4.225352112676056	0.020245043259116406	CYP1A1, CYP3A4, CYP8B1	56	46	11523	13.419642857142858	0.5676691346002405	0.13834112893729544	0.11809608567817903
GOTERM_BP_DIRECT	GO:0006189~'de novo' IMP biosynthetic process	2	2.8169014084507045	0.02137270253561686	ADSL, GART	71	6	19478	91.44600938967136	0.999999984382377	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:1990962~xenobiotic transport across blood-brain barrier	2	2.8169014084507045	0.02137270253561686	ABCC2, ABCG2	71	6	19478	91.44600938967136	0.999999984382377	0.39376314638738796	0.3866640512001153
GOTERM_MF_DIRECT	GO:0060228~phosphatidylcholine-sterol O-acyltransferase activator activity	2	2.8169014084507045	0.021620237480360547	APOA1, APOE	71	6	19253	90.38967136150235	0.996521176728048	0.23331839614222422	0.21530153157525714
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	5	7.042253521126761	0.022355012998193806	ALB, APOA1, APOE, AFP, APOB	71	318	20795	4.605146602887767	0.981716116069535	0.15112042007834106	0.1314833033449973
INTERPRO	IPR003006:Ig/MHC_CS	3	4.225352112676056	0.022639691196591292	AZGP1, IGKC, IGLC1	71	69	20808	12.74219228413962	0.9992963781884973	0.2242744409162325	0.22215196986655206
UP_SEQ_FEATURE	REGION:Coil 1B	3	4.225352112676056	0.022910684750401165	KRT19, DES, KRT7	71	69	20675	12.660747091243111	0.9999893456611937	0.6118750439968361	0.6118750439968361
GOTERM_CC_DIRECT	GO:0071745~IgA immunoglobulin complex	2	2.8169014084507045	0.023330062614150705	IGKC, IGLC1	71	7	20795	83.682092555332	0.984676282248494	0.15112042007834106	0.1314833033449973
GOTERM_CC_DIRECT	GO:0042106~gamma-delta T cell receptor complex	2	2.8169014084507045	0.023330062614150705	CD3G, CD3E	71	7	20795	83.682092555332	0.984676282248494	0.15112042007834106	0.1314833033449973
GOTERM_MF_DIRECT	GO:0003700~DNA-binding transcription factor activity	7	9.859154929577464	0.023382200824778054	HNF4A, NR1I2, NR1H4, SOX9, INSM1, ERG, HNF1A	71	610	19253	3.111775571461556	0.9978188752242526	0.24223960054470062	0.2235338398848782
UP_SEQ_FEATURE	REGION:Linker 1	3	4.225352112676056	0.02353365553833985	KRT19, DES, KRT7	71	70	20675	12.479879275653923	0.9999922250800812	0.6118750439968361	0.6118750439968361
UP_SEQ_FEATURE	REGION:Coil 1A	3	4.225352112676056	0.02353365553833985	KRT19, DES, KRT7	71	70	20675	12.479879275653923	0.9999922250800812	0.6118750439968361	0.6118750439968361
GOTERM_CC_DIRECT	GO:0009986~cell surface	7	9.859154929577464	0.023884463670818624	CD2, CDH5, ABCC2, EPCAM, ITGB2, CXCR2, CD44	71	662	20795	3.096995872516063	0.9861414793674996	0.15112042007834106	0.1314833033449973
GOTERM_CC_DIRECT	GO:0030669~clathrin-coated endocytic vesicle membrane	3	4.225352112676056	0.023906055153635874	CD3G, APOE, APOB	71	71	20795	12.375520730013886	0.9861956328359934	0.15112042007834106	0.1314833033449973
GOTERM_BP_DIRECT	GO:0097294~'de novo' XMP biosynthetic process	2	2.8169014084507045	0.0248907751949745	ADSL, GART	71	7	19478	78.38229376257546	0.9999999992196014	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0002933~lipid hydroxylation	2	2.8169014084507045	0.0248907751949745	CYP1A1, CYP3A4	71	7	19478	78.38229376257546	0.9999999992196014	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0060729~intestinal epithelial structure maintenance	2	2.8169014084507045	0.0248907751949745	NR1I2, SOX9	71	7	19478	78.38229376257546	0.9999999992196014	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0045851~pH reduction	2	2.8169014084507045	0.0248907751949745	ATP4B, ATP4A	71	7	19478	78.38229376257546	0.9999999992196014	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0042159~lipoprotein catabolic process	2	2.8169014084507045	0.0248907751949745	APOE, APOB	71	7	19478	78.38229376257546	0.9999999992196014	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0034384~high-density lipoprotein particle clearance	2	2.8169014084507045	0.0248907751949745	APOA1, APOE	71	7	19478	78.38229376257546	0.9999999992196014	0.39376314638738796	0.3866640512001153
BIOCARTA	h_stathminPathway:Stathmin and breast cancer resistance to antimicrotubule agents	3	4.225352112676056	0.024928058023992773	CD2, CD3G, CD3E	18	24	1622	11.263888888888888	0.6706838537718649	0.10968345530556821	0.09223381468877326
UP_SEQ_FEATURE	REGION:Head	3	4.225352112676056	0.025444014456700286	KRT19, DES, KRT7	71	73	20675	11.967007524599651	0.9999970450112361	0.628467157080497	0.628467157080497
GOTERM_MF_DIRECT	GO:0005518~collagen binding	3	4.225352112676056	0.026845542336067136	VWF, PCOLCE, CD44	71	70	19253	11.621529175050302	0.9991308793488171	0.26569772767755906	0.24518052862909892
GOTERM_BP_DIRECT	GO:0045109~intermediate filament organization	3	4.225352112676056	0.02697654181880315	KRT19, DES, KRT7	71	71	19478	11.591747669113271	0.9999999998686003	0.39376314638738796	0.3866640512001153
UP_SEQ_FEATURE	DOMAIN:IF rod	3	4.225352112676056	0.027415444685189302	KRT19, DES, KRT7	71	76	20675	11.494625648628613	0.9999989132738347	0.6449156987849294	0.6449156987849294
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	3	4.225352112676056	0.027683870315591046	ITGB2, PECAM1, CD14	71	72	19478	11.43075117370892	0.9999999999282484	0.39376314638738796	0.3866640512001153
INTERPRO	IPR039008:IF_rod_dom	3	4.225352112676056	0.027756721104308445	KRT19, DES, KRT7	71	77	20808	11.418328150722518	0.9998667525182791	0.26503272151519375	0.26252452541252624
PIR_SUPERFAMILY	PIRSF000047:Cytochrome_CYPVIIA1	2	2.8169014084507045	0.028045139659651358	CYP7A1, CYP8B1	12	5	1941	64.7	0.3091253687198968	0.18229340778773384	0.18229340778773384
KEGG_PATHWAY	hsa04975:Fat digestion and absorption	3	4.225352112676056	0.028046416853520537	LIPF, APOA1, APOB	53	43	8534	11.23387450636244	0.9847281307664622	0.3171402521128861	0.3020383353456058
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	10	14.084507042253522	0.02805814129538814	EPCAM, HNF4A, NR1I2, ARX, NR1H4, SOX9, ERG, HNF1A, PCK1, ST18	71	1205	19478	2.2766641341826896	0.9999999999479143	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0010544~negative regulation of platelet activation	2	2.8169014084507045	0.028396380749090476	PDGFRA, APOE	71	8	19478	68.58450704225352	0.9999999999610102	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0071219~cellular response to molecule of bacterial origin	2	2.8169014084507045	0.028396380749090476	NR1I2, CD14	71	8	19478	68.58450704225352	0.9999999999610102	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0009804~coumarin metabolic process	2	2.8169014084507045	0.028396380749090476	CYP2D6, CYP1A1	71	8	19478	68.58450704225352	0.9999999999610102	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0032489~regulation of Cdc42 protein signal transduction	2	2.8169014084507045	0.028396380749090476	APOA1, APOE	71	8	19478	68.58450704225352	0.9999999999610102	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0001955~blood vessel maturation	2	2.8169014084507045	0.028396380749090476	CDH5, MMP2	71	8	19478	68.58450704225352	0.9999999999610102	0.39376314638738796	0.3866640512001153
GOTERM_BP_DIRECT	GO:0044208~'de novo' AMP biosynthetic process	2	2.8169014084507045	0.028396380749090476	ADSL, GART	71	8	19478	68.58450704225352	0.9999999999610102	0.39376314638738796	0.3866640512001153
INTERPRO	IPR003597:Ig_C1-set	3	4.225352112676056	0.02842622249689775	AZGP1, IGKC, IGLC1	71	78	20808	11.271939328277357	0.9998928915377634	0.26503272151519375	0.26252452541252624
GOTERM_MF_DIRECT	GO:0016494~C-X-C chemokine receptor activity	2	2.8169014084507045	0.02872407866784422	CXCR1, CXCR2	71	8	19253	67.79225352112677	0.9994730866571534	0.26569772767755906	0.24518052862909892
GOTERM_MF_DIRECT	GO:0019770~IgG receptor activity	2	2.8169014084507045	0.02872407866784422	FCGR3A, FCGR3B	71	8	19253	67.79225352112677	0.9994730866571534	0.26569772767755906	0.24518052862909892
UP_KW_BIOLOGICAL_PROCESS	KW-0130~Cell adhesion	7	9.859154929577464	0.0295663776054468	ATP4B, CD2, CDH5, VWF, ITGB2, PECAM1, CD44	56	494	11523	2.915738866396761	0.707854476613203	0.17317449740333127	0.14783188802723402
GOTERM_CC_DIRECT	GO:0000796~condensin complex	2	2.8169014084507045	0.029896680632575213	NCAPG, NCAPH	71	9	20795	65.08607198748044	0.9953571533890065	0.1824728438608901	0.15876168335919252
UP_SEQ_FEATURE	TRANSMEM:Helical	27	38.028169014084504	0.03084803468680205	C1QB, ITGB2, CD3G, CD3E, CYP3A4, CYP7A1, MFSD4A, CDH5, FCGR3A, FCGR3B, CXCR1, CYP2D6, EPCAM, CXCR2, PDGFRA, ABCC2, UGT1A1, CYP8B1, CD2, MARCO, ATP4A, PECAM1, CD68, GART, CD44, UGT2B7, ABCG2	71	5451	20675	1.4423635926732656	0.9999998105087722	0.6926785970581915	0.6926785970581915
GOTERM_BP_DIRECT	GO:0046631~alpha-beta T cell activation	2	2.8169014084507045	0.031889562738866235	CD3G, CD3E	71	9	19478	60.96400625978091	0.9999999999980523	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:1905920~positive regulation of CoA-transferase activity	2	2.8169014084507045	0.031889562738866235	APOA1, APOE	71	9	19478	60.96400625978091	0.9999999999980523	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:1905821~positive regulation of chromosome condensation	2	2.8169014084507045	0.031889562738866235	NCAPG, NCAPH	71	9	19478	60.96400625978091	0.9999999999980523	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0001542~ovulation from ovarian follicle	2	2.8169014084507045	0.031889562738866235	MMP2, AFP	71	9	19478	60.96400625978091	0.9999999999980523	0.408724212656996	0.4013553867076511
GOTERM_BP_DIRECT	GO:0032729~positive regulation of type II interferon production	3	4.225352112676056	0.03208214484535912	CD2, CD14, CD3E	71	78	19478	10.551462621885157	0.9999999999983494	0.408724212656996	0.4013553867076511
GOTERM_MF_DIRECT	GO:0101020~estrogen 16-alpha-hydroxylase activity	2	2.8169014084507045	0.03225690872893538	CYP1A1, CYP3A4	71	9	19253	60.25978090766823	0.9997949496059004	0.2852852670795276	0.26325551672589614
GOTERM_MF_DIRECT	GO:0003682~chromatin binding	6	8.450704225352112	0.033044625530447215	HNF4A, POLR3D, ARX, SOX9, ERG, NCAPH	71	491	19253	3.313674306531654	0.9998339397116609	0.2852852670795276	0.26325551672589614
