baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DSEL	121.071568350577	1.95581927288046	0.594149615667218	3.29179590680053	0.000995498275713522	0.00415288580261931
DNAH8	7.08819941596849	-4.71154424020387	1.43135277347634	-3.29167227500519	0.000995935967520551	0.00415347671340345
ZMYND12	39.8764960063052	1.39033638748616	0.422381958077823	3.2916566650084	0.000995991244026118	0.00415347671340345
LINC01474	6.40636344250864	3.69516267341951	1.12280619057233	3.29100667991148	0.000998295427024775	0.00416235150273335
RASD2	15.9746825479523	-2.67390863933314	0.812612857515955	-3.29050742257132	0.00100006863343484	0.00416900966811828
ADAM8	227.140414868841	-1.99298196867858	0.605719201697826	-3.29027371609199	0.00100089968751029	0.00417107190993237
SIT1	31.985579410307	-2.89548340744699	0.880014164803969	-3.29026909253442	0.00100091613520644	0.00417107190993237
LUC7L	361.545394781214	-1.19089649470704	0.362000044361899	-3.28976891924486	0.00100269691407942	0.00417775656976352
TMEM200B	75.6507082869672	1.60398421205725	0.487740967826371	3.28859849359271	0.00100687547641035	0.00419442752637822
SCO1	537.480293150378	0.835541318218728	0.25407606152094	3.28854797739324	0.00100705618776471	0.00419444135277377
ENSG00000296577	5.20336390910381	-5.27417425322108	1.60386697333873	-3.28841128403683	0.00100754533079194	0.00419573958199638
CEBPD	1169.62335098161	1.98981249233971	0.605127077092594	3.28825558740489	0.00100810274298569	0.00419732159850266
COX15	497.540425349629	0.944577569709791	0.287385092090419	3.28680086652721	0.00101332462520426	0.00421832055685821
RPL7L1	981.667699761174	0.642401767468681	0.195459693005732	3.28662015983952	0.001013975037295	0.00422028511826093
ENSG00000274292	11.6889488035965	-3.60105171549675	1.09570881061658	-3.28650429804464	0.00101439225841575	0.00422127859032743
CELF2	324.296281709674	-1.35748879886054	0.413139689620687	-3.2857864614917	0.0010169807492858	0.00423056119227001
IGKV2D-40	28.1909958954268	-2.50072669654721	0.761074001828561	-3.28578652081	0.00101698053513396	0.00423056119227001
TMEM97	1405.93551838581	1.63266250708231	0.49696203857343	3.28528615941975	0.00101878843313725	0.00423733553237119
ZNF630	30.9056075580989	-1.63653692981323	0.498167247888104	-3.28511546423627	0.00101940586650999	0.00423915788139794
CDK5R1	37.5025695693675	-2.41025001776628	0.733800864898439	-3.28461048911392	0.00102123447543772	0.00424601532824423
RBMS3	187.56802918206	1.61864861090806	0.49293405906485	3.28370211216246	0.00102453152210193	0.00425897465543249
ENSG00000290366	13.8467470448425	2.50552237581421	0.763035450333946	3.28362512477979	0.00102481140802317	0.00425938930263804
FBXO7	1190.99529378408	0.877423710881546	0.267223040690377	3.28348823744652	0.00102530923366431	0.00426070946045563
GNG11	230.450210633291	1.23469935169713	0.376078876750753	3.28308615034349	0.00102677282034508	0.00426604170392893
LINC01992	8.82629077452444	-6.03857026898552	1.8393962756459	-3.28290882662851	0.00102741888826976	0.00426797603885074
NR1D1	180.075482316611	1.13228999766417	0.344934513194233	3.28262309033301	0.00102846074230618	0.00427155353097305
EML2	301.145878837036	-1.39250616349151	0.424217317285527	-3.28253021918541	0.00102879958033611	0.00427221041044036
SUPT20H	260.243965152745	-0.814897078230254	0.248271820684713	-3.28227777112536	0.0010297211528668	0.00427528650738112
ZFAND5	2445.56364317056	1.035888725348	0.315636519092654	3.28190390746236	0.00103108736187799	0.00428020728082955
NANS	470.741442814524	-1.13366185004176	0.345448702943131	-3.28170822580389	0.00103180310945572	0.00428242663210118
ARHGEF26-AS1	17.0018475919802	2.55500975940718	0.778681767573359	3.28119890025096	0.0010336682332249	0.00428941477265754
OCEL1	233.851497286123	1.15403529540513	0.351798327046051	3.28038880996175	0.00103664117055493	0.004300996749916
IFT57	225.062365018286	-0.975340039700827	0.297330452743658	-3.28032339338517	0.00103688158674387	0.004301239494484
ENSG00000261270	16.5786497908334	-2.61458907128651	0.797179351383067	-3.2798002943131	0.00103880591468511	0.00430846620816162
SUN2	2030.86962384212	0.967419543231551	0.295055139734978	3.27877543194298	0.00104258566608065	0.00432338443957857
GLYATL3	3.63832278433963	5.84658037317151	1.78326832639446	3.27857579626985	0.00104332341320967	0.00432568509650054
MTDH	2403.12498909296	0.84069005140111	0.256454173935909	3.27812972781332	0.00104497359051877	0.00433100798384161
VIT	6.35074522253749	-5.56514444571309	1.69763430199091	-3.27817624749131	0.00104480138376227	0.00433100798384161
EIF3J-DT	68.0009189687717	-1.28499127452172	0.392040484301489	-3.27770045690876	0.00104656390732345	0.00433683904463073
NDUFV2P1	16.7225341327974	2.31297382518816	0.705880781737833	3.27672021257438	0.00105020381060257	0.0043511598215696
CDC14B	785.63431469013	0.85493806934111	0.260920347810124	3.27662474972348	0.0010505589142927	0.00435186852285403
C11orf21	42.4704477589478	-1.78503498751113	0.544813410318918	-3.27641528953229	0.00105133845579379	0.00435381037494909
ENSG00000242588	639.067767046604	-1.45933507955677	0.445414837816507	-3.27635039441132	0.0010515800825263	0.00435381037494909
ENSG00000286882	6.80377159048535	3.74236717097381	1.14223007137209	3.27636897746735	0.00105151088620298	0.00435381037494909
FEZ1	113.881625382591	1.81549954240665	0.554144309587977	3.27622157440637	0.00105205987570185	0.00435503427187853
ENSG00000304609	5.5893397873566	4.53117890199886	1.3833650753259	3.27547585436286	0.0010548413099911	0.0043657837869315
TONSL	96.8070387740038	-1.65795347179005	0.506197944737724	-3.27530660490747	0.00105547353400162	0.00436763593130351
ENSG00000248705	4.88810102521221	5.30634725971921	1.62014881308322	3.27522213815716	0.00105578918701364	0.00436817766000655
NT5DC1	801.935872676789	1.10202942696258	0.336485621581877	3.27511595230059	0.00105618612843482	0.00436905545955936
LINC00861	50.7101993793391	-1.86413520839873	0.569330334084702	-3.27425941812086	0.00105939305637207	0.0043815548046034
FAM110A	56.3571053419152	-1.67180094099882	0.510657542513315	-3.27382012761563	0.0010610412854834	0.00438760426639648
IGHV3-41	7.31411844095982	-4.75841477786598	1.45377552425555	-3.27314272284415	0.00106358757573502	0.00439736461413787
ENSG00000254363	11.9644695485359	-2.60255957299459	0.795186280408713	-3.27289295239968	0.00106452786103779	0.00440048274025149
ITGBL1	75.6986496438866	1.89423326368846	0.578940364544726	3.27189703757842	0.00106828473147418	0.00441483068996181
XRCC3	59.1162943381132	-1.74574939163589	0.533562555913565	-3.2718738829917	0.00106837222279389	0.00441483068996181
MCUB	81.2396690729346	-1.37820086228415	0.421235098396574	-3.27180918097817	0.00106861673928252	0.00441506950905736
UBL3	1864.10906537568	-0.770048102651943	0.23539166585485	-3.27134820111592	0.00107036033507231	0.00442150072026289
SERINC3	2403.06692184407	0.859950397499864	0.262889898455842	3.27114279609458	0.00107113809984608	0.00442394067613284
MKLN1-AS	42.6458515593388	-1.81431469295815	0.554808892675055	-3.27016152212393	0.00107486090687338	0.00443699129591847
PTEN	1595.94836293542	0.961114565306936	0.293904001048498	3.27016495821144	0.00107484785001435	0.00443699129591847
S1PR1	503.406560131477	1.76787482239031	0.540607078906768	3.27016587715676	0.00107484435812014	0.00443699129591847
CDC20	64.1656283718417	-2.22330114845369	0.679956142493003	-3.26977140069967	0.00107634429154108	0.00444233911214678
AKAP7	165.978404505464	1.4939601990143	0.456959021929953	3.26935267128461	0.00107793856112208	0.00444793326821085
HIP1	389.318735431228	0.964186661774432	0.294924393513872	3.26926725282587	0.00107826405131675	0.00444793326821085
SSPN	126.264318787469	-1.87098795013623	0.572288039186865	-3.26931164382645	0.00107809488642366	0.00444793326821085
G6PC3	210.888108201673	-1.19886200689413	0.366724705095285	-3.26910619938362	0.00107887799871941	0.00444891354721318
SMIM12	389.081952430456	0.906256233381188	0.277214705489305	3.26914920253447	0.00107871403595545	0.00444891354721318
LUC7L3	1413.33036347846	-1.03264271326379	0.315892690750334	-3.26896678365989	0.00107940972265174	0.00445033005965134
TMEM169	21.0781976442474	2.28732866474108	0.699818857347938	3.26845817417557	0.00108135158719743	0.00445755897477045
GNB3	11.1822728898913	-3.16231607688719	0.967555828542432	-3.26835515181697	0.00108174531858201	0.00445840475124137
MRPL44	321.529245098186	1.0144778742842	0.310460618995469	3.26765397030599	0.00108442862219047	0.00446868504212159
TMCO1	1213.72067680189	0.956379162928812	0.292749797145074	3.26688241035697	0.00108738836550599	0.00448010069740184
LAT	11.8122959688976	-2.65532143181076	0.812815523309549	-3.26681929129387	0.00108763082375351	0.00448031895952123
MUTYH	33.7148473819731	-1.77986597347411	0.545055775654885	-3.26547493480937	0.00109280676714641	0.00450085629841087
ANKRD42-DT	24.8553752831056	-1.96274339341473	0.601381936200029	-3.26372189663159	0.00109959040923717	0.00452800683148954
TSPOAP1-AS1	24.8166007827846	-2.16909019668498	0.66471680147666	-3.26317943501107	0.00110169742155061	0.0045358933540944
FAM217B	122.934015665378	-1.35991647344054	0.416797456864336	-3.26277536257421	0.0011032693326212	0.00454157440282527
MAB21L1	4.52715911260016	-5.07385882175009	1.55519430194947	-3.26252405592659	0.0011042480043624	0.00454481184737146
ALDH18A1	803.329507900755	-1.12115949405574	0.343740021768739	-3.26164956959835	0.00110765980578453	0.00455761592033777
PSMB6	588.91304853785	0.862564050065095	0.264458141241835	3.26162789322609	0.00110774449964818	0.00455761592033777
ENSG00000269825	39.6255505742556	-2.01984131794958	0.619344654268328	-3.26125575481999	0.0011091994520138	0.00456280811462531
RHEB	476.781746597475	0.923850721648372	0.283339209074171	3.26058198816576	0.0011118381793386	0.0045728672378607
PIANP	7.82903420239908	-4.86514353634759	1.49228641722929	-3.26019420948737	0.00111335949905184	0.00457832788784015
PROSER2	272.25375964249	1.61863487224707	0.496536463067667	3.25985097297172	0.00111470767807004	0.00458307477794577
PRDM4	299.724854791944	-0.866261601333777	0.265774465653313	-3.25938610845996	0.00111653599934381	0.00458979375947224
SPSB4	4.24440180661156	5.08284446256465	1.55968943577034	3.25888240696726	0.00111852019676464	0.0045971510607509
ITGAE	140.896197833327	-1.36112752730306	0.417688093050158	-3.25871756928348	0.00111917023846223	0.00459902333827587
INTS7	246.688972604492	0.904553653660624	0.277585772732266	3.25864558819833	0.00111945420729569	0.00459939091772487
ENSG00000267383	16.7063486929076	-2.66115940792114	0.816753673114416	-3.25821541490435	0.0011211526507076	0.00460556887178271
SLC9A7	395.322791145171	-1.34090158890544	0.411568642603161	-3.25802660869466	0.00112189886201973	0.00460783369679636
ENSG00000300925	3.30251521832423	5.74473889357323	1.7635078165959	3.25756361242691	0.00112373068793089	0.00461455576869155
CYP17A1	10.9718948053386	3.58101648458672	1.0996641213524	3.25646387388059	0.0011280928490992	0.00463166442384974
NUDT12	486.026689344081	0.997311204620969	0.306296352630218	3.25603356375905	0.00112980395010036	0.00463788444446578
GPT	899.739210714872	2.01732783796127	0.619664326212865	3.25551714472633	0.00113186062528367	0.0046451221417097
LRRC37A5P	19.0529082972021	3.03396339965135	0.931962455820068	3.25545667714871	0.001132101667895	0.0046451221417097
MSANTD2	97.5668672193318	-1.03771041401863	0.318761665656328	-3.25544294004736	0.00113215643487727	0.0046451221417097
SGK3	144.841364918009	1.06534353062147	0.327258764079782	3.25535523431162	0.00113250615725037	0.00464575088275244
C14orf132	137.811368431809	-1.55806826733386	0.478680625177978	-3.2549223540321	0.0011342337096981	0.00465203054047037
MTUS1-DT	96.8410141855563	1.94623988151973	0.598037028969501	3.2543802260428	0.00113640068726669	0.00466010999833869
TMEM151B	4.82853315088413	-5.16143687430136	1.58679023459858	-3.25275311239048	0.00114292753850697	0.00468606236309991
MT1G	2541.01373135935	1.76023728194159	0.541226246416017	3.25231323055345	0.00114469797982452	0.00469250758199562
DPYSL3	408.792972009951	-0.986848756547497	0.303458298355366	-3.25200781094423	0.00114592872676929	0.00469673855858203
CHTF18	110.72852836063	-1.6566287950985	0.509448914194429	-3.25180552738651	0.00114674454038305	0.00469926770491458
ENSG00000261786	6.90758754662212	-4.67492655637819	1.43770990607826	-3.25164801091919	0.00114738017916737	0.00470105776059823
ENSG00000293627	19.1343168288577	-2.11521260146368	0.650589100961591	-3.25122661651929	0.0011490822669886	0.0047072159048762
SULT2B1	7.11121660166672	-4.6934311032812	1.44397995975866	-3.25034365716933	0.0011526562694965	0.00472103888658317
CABP1	7.04756807265165	-4.67827869719724	1.43942363085426	-3.25010552621038	0.00115362192270349	0.00472417567757601
TOPORS	374.54437615804	0.864788910877965	0.266102510086544	3.24983372233773	0.00115472503787034	0.00472787420267432
WDR90	259.176750446789	-1.82020627642212	0.560142605905516	-3.2495408441206	0.00115591477435786	0.00473192604565296
DACT2	43.2942291663556	2.44227638505946	0.751676677675894	3.24910491118431	0.00115768772920012	0.00473836357225841
IGHGP	173.748647245963	-1.83874935998214	0.565933712198855	-3.24905429796351	0.00115789373773753	0.00473838654011837
ILDR1	13.2064410771265	-3.43870835187329	1.05853388855457	-3.24855764095455	0.00115991705484502	0.00474584508769867
TMEM50B	537.723464214479	-0.858670501117623	0.264330615725292	-3.24847161106	0.00116026786146747	0.00474645909764675
SSR4	1574.06257931421	-0.981358854831705	0.302183128569754	-3.24756335496465	0.00116397747081083	0.00476081081081508
CNN3-DT	131.148281131856	1.5074651019061	0.464240591523873	3.24716349545789	0.00116561409771096	0.00476668027332682
CADM3-AS1	7.61959656997311	-4.82174322935844	1.48493506687374	-3.24710712065663	0.00116584501101793	0.00476680015312451
MEFV	17.3058954573636	1.99969643170198	0.6158519415316	3.24704088247057	0.0011661163791358	0.00476708537079288
WLS	677.337795518959	-1.12113327964262	0.345432147473675	-3.24559624181492	0.00117204939856334	0.00479051132740368
FRMD3	58.085040084624	-1.50091617475672	0.462477234978845	-3.24538390484318	0.00117292379646606	0.00479325668293123
KIN	231.679238512585	1.1271593491395	0.347323807604504	3.24526947033527	0.00117339528460843	0.00479373654472773
ZNF384	373.418639949127	-0.825617126403802	0.254407317413943	-3.24525699494897	0.00117344669574473	0.00479373654472773
MYCNOS	5.58443600885672	-5.37679454064787	1.65689195456824	-3.24510872650653	0.00117405787021454	0.00479540479205784
LINC01639	3.27011619178795	5.69762043639281	1.75667575821865	3.2434104072629	0.00118107949108199	0.0048232512204894
MLXIP	955.88089015495	-1.47208811848403	0.453896821532614	-3.24322191442853	0.00118186119345663	0.00482561007067552
B4GALT3	309.76723208985	-0.9546558074641	0.294379629626786	-3.24294112562888	0.00118302654476048	0.00482953429745537
PHC1	93.4752765134533	-1.39007748266088	0.428715670616287	-3.2424228409067	0.00118518035887996	0.00483749172893436
CCDC66	127.876937966841	-1.07884321401238	0.332796338392913	-3.24175205539267	0.00118797329314087	0.00484805462829061
ENSG00000284966	11.1939313032957	-3.85092866530072	1.18831430853657	-3.24066506448383	0.00119251208639817	0.00486489790940042
ITGB5	881.644825378867	0.93878559659264	0.289686079040674	3.24069972468656	0.00119236711378225	0.00486489790940042
CELA3B	10.9696211212352	-6.35146251200931	1.96028486738165	-3.24007118439523	0.00119499862947666	0.00487386498494869
TRIM80P	4.16959178505777	5.06433262393496	1.56304553045611	3.24004165282193	0.00119512240146892	0.00487386498494869
MRPL34	396.140309208664	1.28537202223989	0.396756144114673	3.23970287872438	0.00119654311047898	0.00487881735597094
DLGAP1-AS5	5.69355799819279	-5.40882796999382	1.6696908324122	-3.23941885826833	0.00119773540263129	0.00488283682676151
CCDC9B	128.127064448136	-1.55893227453331	0.481274745521228	-3.23917323533144	0.00119876739040001	0.0048862015076725
CEP192	319.156418508203	-1.11567666612989	0.344463753711423	-3.23887971988064	0.00120000167644448	0.00488978474881575
LINC01550	10.9916087101538	-3.89271298609061	1.2018753428213	-3.23886583524777	0.00120006009293203	0.00488978474881575
HDAC11	95.046798651363	-1.38912707966073	0.428907251708754	-3.23875866898143	0.00120051105942788	0.00489077946246938
ENSG00000272720	13.9908222583412	-3.05066135441181	0.941968774076323	-3.23860136170993	0.00120117330791993	0.00489179174401769
HIGD1A	1076.55566409385	1.04963197871279	0.324098432811091	3.23862096341761	0.00120109076821213	0.00489179174401769
SOX10	13.7794472831786	-2.60154818655925	0.803409374596045	-3.23813521328066	0.00120313773030734	0.00489894810282713
HLA-DMA	643.719012642166	-0.987448593273651	0.304954427290942	-3.23802019221572	0.00120362290334794	0.00490007981226964
TESMIN	13.7200240005877	-2.47245100733402	0.763829435099248	-3.23691506731834	0.0012082936756809	0.00491824822886468
CDKN1A	1328.47774812549	1.50450315274211	0.464810450400973	3.23681008343129	0.00120873825618337	0.00491921102710082
LINC01394	4.37798657503354	-5.02322829916846	1.55198733805874	-3.23664257818728	0.00120944791188524	0.00492040534695912
PPID	233.830851795475	0.839167149614546	0.259267342657448	3.23668666100875	0.00120926111251246	0.00492040534695912
BCAN-AS2	16.0431731540328	-3.06668696633577	0.947677680721779	-3.23600210147409	0.00121216491758723	0.00493061061007226
CRNN	3.16892267369996	5.65731962391225	1.74946603249702	3.2337407636532	0.00122180303638949	0.00496810538184512
ENSG00000304098	3.16892267369996	5.65731962391225	1.74946603249702	3.2337407636532	0.00122180303638949	0.00496810538184512
MRTFA	329.928621559268	-1.2775194351657	0.395068441091089	-3.23366612538698	0.00122212235783853	0.00496854937260866
BCR	493.604003878352	-1.18339121071907	0.366032172765118	-3.23302512393753	0.00122486789999705	0.00497885533701742
STX17	728.950061060054	0.891129139479612	0.275673366003604	3.23255435372006	0.00122688793350803	0.00498620921069052
NME5	13.0149182209846	-2.53769997832353	0.785078038858104	-3.23241748299903	0.00122747581075689	0.00498774111451223
TNFRSF4	22.1577843024401	-2.92445632586355	0.904939920643651	-3.23165799093435	0.00123074265606512	0.00500015637502744
FCRL4	8.1476913841863	-5.91472514222962	1.8303110379928	-3.23154098918398	0.00123124663536458	0.00500134456162093
ZNF432	92.2810288597488	-1.00841967492417	0.312111855049043	-3.2309560134001	0.00123376924969058	0.00501073066110162
KCNMB1	53.0083804878665	-2.47728946491962	0.766778709805531	-3.23077497228359	0.0012345509271436	0.00501304425078316
CEP43	315.049628254606	1.11650644130047	0.345609093972272	3.23054705669883	0.00123553564382788	0.00501570787385593
RAB44	15.1601433498243	-3.61854429795135	1.120110304155	-3.23052496216535	0.00123563114253376	0.00501570787385593
TAF1C	438.346438576125	-1.21701531912837	0.376779191206457	-3.2300491840631	0.00123768924211325	0.00502319981630068
ENSG00000286067	35.1617095820948	-2.52873681116283	0.782919932672306	-3.22987920684508	0.00123842528913293	0.00502532451716976
LINC01979	7.89237837333149	-4.8518521642508	1.50238747823155	-3.22942798349323	0.00124038116871977	0.00503067113797239
NLRC3	110.989299710242	-1.62217564149487	0.502307439043182	-3.22944777522082	0.00124029531941664	0.00503067113797239
WFDC1	80.0880212924916	-1.4715978056472	0.455677466809222	-3.22947240720884	0.00124018848249123	0.00503067113797239
ENSG00000253557	12.0756223005105	3.24398693070821	1.00456037932424	3.22926027889973	0.00124110883041673	0.00503275909710232
ENSG00000269918	14.7901525794608	-2.76975495295973	0.857812453210201	-3.22885840907817	0.00124285412751228	0.00503879168707084
ENSG00000294412	3.12784382484217	5.64504769359146	1.74833169962639	3.22881961975395	0.00124302270715518	0.00503879168707084
CSNK1E	407.741168007352	-1.31532382555407	0.407425141150903	-3.22838159137287	0.00124492785857871	0.00504564950567255
ENSG00000235431	3.14404333811031	5.67047949042115	1.75664884163536	3.22800969438045	0.00124654749559663	0.00505134799201068
LATS2	413.301794858358	1.32809354674274	0.411460635058637	3.22775360163793	0.00124766392812675	0.0050550057540365
ENSG00000286813	21.2421906270612	2.04646892827615	0.634035537220173	3.22768805238988	0.00124794983747552	0.00505529791110308
B4GAT1-DT	117.795994693797	-1.35101587806224	0.418594809885127	-3.22750269749639	0.00124875863638407	0.00505770776932192
TUNAR	5.52536788846722	-5.36518606305636	1.66237131826657	-3.22742939805463	0.00124907861314679	0.00505813731937934
ENSG00000298162	4.61743458555051	-5.10282795178519	1.58120424544531	-3.22717825131319	0.0012501755274722	0.00506171238819866
KCTD12	1226.94161469498	-1.34921662514355	0.418090396976875	-3.22709307580239	0.00125054774394243	0.00506235257755844
AGBL2	44.4241479771483	1.41121035676902	0.437386673073534	3.22645943199959	0.00125331997735034	0.00507270641294911
ZNF662	120.508673802956	-1.65120631285971	0.511829616172735	-3.22608590961734	0.00125495681964761	0.00507846209148856
MS4A1	255.204740937085	-3.32578637486112	1.03097379315179	-3.22586897644979	0.00125590836565283	0.00508144307081812
LINC00924	19.2824452387601	2.60524185851697	0.807950621485437	3.22450628694013	0.00126190085764787	0.00510481535998015
SSH3	308.343762593248	-1.44995954222542	0.449750098852614	-3.22392267600275	0.00126447537949675	0.00511435517417048
TIMP3	3804.01276872146	1.74297067784418	0.540846730104916	3.22267027020034	0.00127001657796147	0.00513588882946792
RFC2	194.034679109731	0.969251904462533	0.300780312251405	3.22245793684924	0.00127095825436407	0.00513881804453461
TMEM120B	103.54683754009	-1.30690043411951	0.405597378339275	-3.22216193672316	0.00127227205987686	0.00514237142833991
TPT1	29457.9802366099	0.848861036629423	0.263441498554402	3.22219939260682	0.00127210574154501	0.00514237142833991
KCNK5	370.997945267505	-1.83729060781421	0.57022973538107	-3.22201823899344	0.00127291031856052	0.00514407186504248
ZFP28	51.4469895574811	-1.69502237992923	0.526087423434933	-3.22194050726793	0.00127325570084344	0.00514458835380094
MAML1	355.755701685517	-0.84664311767196	0.26287252241874	-3.22073646146747	0.00127861665012271	0.0051653665969847
IGKV3D-15	12.5539173056515	-3.31089967628805	1.02810228229347	-3.2203991113629	0.0012801224158164	0.00517056619780984
ENSG00000272909	10.9429901192498	2.55268155869585	0.79272586265005	3.22013154731995	0.00128131785451545	0.00517451078907221
P2RX4	260.587639088178	-0.999484388115491	0.310434986773466	-3.21962546330142	0.00128358178544758	0.00518276832597472
MRPS36P4	4.42792503719997	5.18098268919097	1.60931710741812	3.21936718705674	0.00128473858838006	0.00518655351242044
TMEM165	522.772058076113	-1.18012111914112	0.366614146384052	-3.21897321961186	0.00128650499723057	0.00519279799582057
CEBPG	846.799691600115	1.08102883825247	0.335835737388955	3.21892138894217	0.00128673755417246	0.00519285022502268
CD160	21.2841465983482	1.87810797888235	0.583571873855137	3.21829763054783	0.00128953931564247	0.00520238135443885
SULT4A1	10.3360399419179	-4.2994393164481	1.33592742166357	-3.21831803639017	0.00128944756885061	0.00520238135443885
ENSG00000278192	7.73548633166096	-4.82319614827337	1.49871790856256	-3.21821479593806	0.00128991181055067	0.00520299637674355
TBX20	5.28836261473048	5.36871421466173	1.66827841661267	3.21811644938891	0.0012903541892935	0.005203893025046
PRUNE2	159.045952968286	-1.78909852423913	0.555964459150657	-3.21800880396621	0.00129083855639769	0.00520495867428776
TNFRSF14	830.395591995909	-1.42407235407791	0.442553876914057	-3.21785081628482	0.00129154975012817	0.00520693842144597
RYBP	778.303406868494	0.897613206276215	0.278992919361719	3.21733328691559	0.00129388198206561	0.00521545166483829
DIP2C	416.641515429614	1.39543043164005	0.433790221372549	3.21683238323075	0.00129614299202468	0.00522367496956258
PODNL1	6.73704467253466	-4.64342313915195	1.44361832892105	-3.21651716809553	0.00129756769842058	0.00522852560142374
ENSG00000287222	18.8107989700965	2.12366986365858	0.660280722570823	3.21631359369392	0.00129848858008238	0.00523134477356412
ENSG00000298771	8.13703289684849	3.87550763514592	1.20560553896667	3.21457351503844	0.00130638458397734	0.00526225953801435
FANCI	173.051091313618	-1.35537457626742	0.421649245479621	-3.21445986396988	0.00130690184007764	0.00526344643308395
COG5	375.527397312317	-0.791280842752269	0.246171251706234	-3.21435113673036	0.00130739686342455	0.00526454339844574
ENSG00000308421	5.5065213720815	-5.35604966498367	1.66637563452302	-3.21419105873855	0.00130812599611803	0.00526658252651298
RPA3	214.799572164344	1.03136538623692	0.320892108964715	3.21405655490994	0.00130873893220923	0.00526815322643636
CD3E	214.896052060576	-1.92262991703981	0.598365354670585	-3.21313709430631	0.0013129360325762	0.00528392449590198
FAHD1	728.236536202613	1.84744204339498	0.574973953843245	3.21308822955595	0.00131315943477369	0.00528392449590198
GHITM	3444.64682333018	1.19289070221856	0.371264107223675	3.21305151510346	0.00131332731073867	0.00528392449590198
LINC00885	9.42338887707364	5.31146857783925	1.65334011274506	3.21256862813337	0.00131553714400961	0.00529191489794271
CCDC73	5.4149367019917	3.93188052100113	1.22406673861431	3.21214554481904	0.0013174761177079	0.0052980411742276
NCKAP5	116.063443814739	1.54900626133231	0.482235196500895	3.21213854271093	0.00131750823025833	0.0052980411742276
LINC01342	5.3145013023525	-5.30626359558065	1.65210207246138	-3.21182551854991	0.00131894453660637	0.00530291507703752
ENSG00000299928	6.12695050368728	6.63394106738034	2.06557649765687	3.21166564148347	0.00131967868728081	0.0053049647332123
ENSG00000307087	7.5101816779725	-4.80424217981911	1.49609664186099	-3.21118438835817	0.00132189086362859	0.00531295418502432
SLC25A33	105.966922411806	1.33384554338043	0.415397696185095	3.2110085241929	0.00132270011179044	0.00531530321945699
EPIST	4.69213684394327	-5.12128267768367	1.59525329873339	-3.21032570924623	0.00132584645546976	0.00532704153603782
PRSS51	8.05840866742764	3.23230183854116	1.00697715057384	3.20990584215262	0.00132778458875633	0.00533392229037434
SLX4	80.1852367535161	-1.36907001852575	0.426530046394344	-3.20978564136133	0.00132833992439993	0.00533524673219574
ANKRD10-IT1	78.0375960776756	-1.41777284476595	0.44172690831658	-3.20961394488979	0.00132913354520707	0.00533752762846829
GLDN	32.0836409732197	-3.38099841591007	1.05352013583805	-3.20923948285106	0.00133086591313734	0.00534357692581635
DTNB	103.23403287194	-0.966817013800146	0.301304119092019	-3.20877463180275	0.00133301934462832	0.00535131449978549
PABIR2	345.054921227206	-0.86742860115492	0.270339613280138	-3.20866258048557	0.00133353890516888	0.00535249149766053
PARP6	345.395392588038	-0.977072065886824	0.304544044800838	-3.20831118705932	0.00133516946126805	0.00535812659736642
ENSG00000258179	3.45363942237636	5.81375529208345	1.81230564362712	3.20793311687089	0.00133692585851769	0.00536388637669067
USP53	568.034299839144	-0.993645637210586	0.309749123069396	-3.20790460151834	0.0013370584184485	0.00536388637669067
CAMKK1	60.1090253170241	-1.880663181569	0.586411869058752	-3.20706875286757	0.00134094943746966	0.00537858345190332
DBR1	205.621886698369	-1.2541313422229	0.391116007223699	-3.2065456771387	0.00134338975641667	0.00538675535505492
ZNF736	96.0105764755271	-1.34956130336667	0.420878474021005	-3.2065343957204	0.00134344243302004	0.00538675535505492
GNG5B	6.17435277621907	4.05363574560062	1.26423154468588	3.20640294306832	0.00134405636859488	0.00538830329525702
HSPA4	1212.10484128675	0.734088194964002	0.228969635660139	3.20605041296224	0.00134570410087337	0.005393994484684
CNN1	241.235054916491	-2.3101789067583	0.720810473400432	-3.20497411179391	0.00135074628960872	0.00541311217654588
ENSG00000293105	31.836281051442	-2.24496545664428	0.700471523204923	-3.20493465083736	0.0013509314846182	0.00541311217654588
ENSG00000272167	4.18391485186028	5.0760087426231	1.58408131912194	3.20438646763207	0.00135350659824678	0.00542251160886907
CS	925.022756972477	-0.819459355027491	0.255740959698638	-3.20425541529652	0.0013541228923787	0.00542406162803564
PNISR	1341.80579002093	-0.935254840361258	0.291891784575056	-3.20411498296475	0.00135478358471998	0.00542578893304605
TDRD5	5.53107198865854	-5.36660722984598	1.67519109234901	-3.20357913455756	0.00135730732507485	0.00543497573266637
KSR1	174.523698912145	-1.1150716207217	0.348198747824543	-3.20239985838083	0.00136287676471867	0.00545635304804826
MAP3K20	809.349669364689	1.32793696342324	0.414699970974618	3.20216314532735	0.00136399724108639	0.00545991446850987
ARHGAP27P1-BPTFP1-KPNA2P3	53.083527175272	-1.67215715881243	0.522273529167645	-3.20168851267911	0.00136624646529297	0.0054670667916487
COBL	680.362443361419	1.17444172940982	0.366815604060861	3.20172238151285	0.00136608585188661	0.0054670667916487
MUSK	44.0758553860714	-2.09572250468683	0.65471275417982	-3.2009801112126	0.00136960985439991	0.00547959813998067
