SYMBOL	GSM1480291_LVirgin	GSM1480292_LVirgin	GSM1480293_LPregnant	GSM1480294_LPregnant	GSM1480295_LLactate	GSM1480296_LLactate	GSM1480297_BVirgin	GSM1480298_BVirgin	GSM1480299_BPregnant	GSM1480300_BPregnant	GSM1480301_BLactate	GSM1480302_BLactate
Adgrb1	0	1	0	0	0	0	68	50	88	66	45	56
Adgra3	1243	1086	471	409	338	294	8951	7585	5975	7135	10307	12651
Adgra2	17	29	5	10	7	4	131	161	56	81	49	60
Adgra1	1	3	1	0	0	0	3	0	86	81	110	72
Adgb	1	0	0	2	0	0	1	5	1	2	0	2
Add3	1355	1238	548	645	760	790	1434	1497	816	892	1080	940
Add2	0	1	0	0	0	2	0	0	1	2	2	0
Add1	2398	2535	1335	1523	560	639	5115	4530	4936	5062	7191	6640
Adcyap1r1	1	2	3	0	1	1	11	19	9	9	39	19
Adcyap1	0	0	0	0	0	0	0	0	1	0	0	0
Adcy9	268	279	252	257	200	188	488	592	780	811	894	929
Adcy8	0	0	10	16	0	1	1	1	0	1	0	0
Adcy7	25	24	10	12	10	7	1025	1334	129	95	20	32
Adcy6	2632	3143	1670	1951	562	564	2388	2363	2300	2063	3411	3639
Adcy5	746	997	472	558	95	167	91	144	637	535	386	395
Adcy4	58	116	17	11	16	12	301	397	124	165	102	142
Adcy3	84	118	34	23	7	6	661	616	553	525	495	521
Adcy2	0	3	0	0	0	0	1	1	1	0	1	0
Adcy10	19	12	14	20	22	12	8	1	5	7	16	13
Adcy1	31	36	13	9	58	73	34	44	56	53	14	7
Adck5	708	959	318	346	205	198	333	349	222	188	202	271
Adck2	315	334	249	259	152	119	267	243	211	191	176	212
Adck1	341	340	365	304	237	254	361	329	310	312	273	350
Adat3	45	73	49	37	19	21	49	29	39	31	23	21
Adat2	183	198	87	110	35	32	132	127	100	99	64	76
Adat1	68	79	44	50	30	52	33	42	38	37	33	34
Adarb2	18	23	2	0	0	0	0	0	0	0	0	0
Adarb1	94	108	22	40	21	33	321	343	418	467	591	572
Adar	1201	1413	784	606	840	894	1207	939	948	656	1011	903
Adap2	10	13	3	4	8	4	20	16	18	21	11	16
Adap1	124	125	21	19	15	16	8	14	9	3	1	1
Adamtsl5	1	6	2	4	48	55	89	74	42	48	86	103
Adamtsl4	505	527	168	239	141	163	666	445	385	460	1328	1499
Adamtsl3	3	7	3	6	20	21	151	168	319	458	235	202
Adamtsl2	1	2	2	2	5	5	29	19	29	38	39	51
Adamtsl1	13	34	11	11	5	1	144	145	270	451	1173	756
Adamts9	411	641	305	447	520	477	2491	3498	9926	8491	7642	7446
Adamts8	376	312	329	223	227	197	516	304	219	161	109	85
Adamts7	195	197	120	173	200	170	1583	1599	815	568	279	302
Adamts6	5	0	3	2	2	0	13	13	3	0	3	5
Adamts5	24	36	183	207	1423	2133	715	603	227	279	518	447
Adamts4	551	834	238	246	191	94	3935	5212	2261	3793	4490	2899
Adamts3	1418	1241	360	249	70	51	288	178	470	437	280	184
Adamts20	3	4	1	0	0	2	1026	832	306	226	344	360
Adamts2	29	55	18	15	31	41	1112	1021	1040	1286	1524	1406
Adamts19	0	2	0	0	0	0	0	5	0	1	0	0
Adamts18	10	18	25	9	0	1	6301	5133	4827	2091	629	890
Adamts17	173	338	119	154	17	17	490	549	1577	1115	681	426
Adamts16	1	7	1	0	2	0	1	3	2	1	1	0
Adamts15	772	767	174	131	107	148	518	295	68	63	69	61
Adamts14	3	1	4	3	0	1	55	47	20	26	23	7
Adamts13	51	34	3	6	2	0	5	5	10	1	5	1
Adamts12	166	204	29	25	20	15	130	188	289	296	281	223
Adamts10	483	704	220	178	33	41	984	1632	945	937	522	540
Adamts1	1704	2059	407	443	285	385	55599	43471	16949	22689	45908	49457
Adamdec1	0	0	3	2	1	0	0	1	8	7	2	0
Adam9	3182	3126	2879	2872	2159	1902	1818	2476	4965	5076	3967	3035
Adam8	243	277	213	425	195	182	63	72	60	40	39	27
Adam7	2	0	0	0	0	0	0	0	0	0	0	0
Adam6b	0	0	0	0	0	0	0	0	0	0	0	0
Adam6a	0	0	0	0	0	0	0	0	0	0	0	0
Adam5	0	0	0	1	0	0	7	11	9	10	4	6
Adam4	9	12	12	12	8	11	12	14	14	15	8	15
Adam39	0	0	0	0	0	0	0	0	0	0	0	0
Adam34	0	0	0	0	0	0	0	0	0	0	0	0
Adam33	17	21	3	1	2	4	30	26	4	9	10	6
Adam32	8	4	4	2	4	3	2	7	4	1	0	4
Adam30	2	3	1	2	0	0	3	4	6	5	5	4
Adam3	0	0	0	0	0	0	0	0	0	0	0	0
Adam29	0	0	0	0	0	0	0	0	0	0	0	0
Adam28	3	5	5	7	3	2	6	14	47	31	9	7
Adam26b	0	0	0	0	0	0	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0	0	0	0	0	0	0
Adam25	1	1	0	0	0	0	0	0	0	0	0	0
Adam24	0	1	1	0	0	0	0	0	0	0	0	0
Adam23	1	2	0	1	1	0	24	26	12	16	12	9
Adam22	14	11	3	4	3	1	115	151	184	152	86	70
Adam21	1	3	1	4	0	2	1	0	2	0	1	1
Adam20	1	1	0	0	0	0	0	0	0	0	0	0
Adam2	0	0	1	0	0	0	0	0	0	0	0	0
Adam1b	28	43	3	20	5	9	59	32	16	24	23	21
Adam1a	71	81	20	23	11	18	123	87	33	44	50	57
Adam19	5	10	8	3	2	6	264	174	239	271	226	204
Adam18	0	0	0	0	0	0	0	0	0	0	0	0
Adam17	1277	1326	988	856	604	610	1258	1160	1138	1073	994	870
Adam15	1949	2230	604	581	364	376	2301	2054	1704	1736	1645	1866
Adam12	20	15	16	55	15	12	775	471	990	1311	562	482
Adam11	39	28	13	11	9	5	55	53	59	43	24	32
Adam10	6118	6146	1937	1710	1247	1228	1605	1742	1712	1671	1553	1546
Adal	168	165	178	130	149	157	199	241	265	273	287	275
Adad2	0	0	0	0	0	0	0	0	0	0	0	0
Adad1	1	2	1	0	1	0	2	2	7	6	3	0
Ada	440	428	758	608	804	642	325	238	303	232	261	236
Acyp2	111	117	204	183	142	112	133	152	208	212	151	141
Acyp1	147	133	149	130	63	70	112	148	192	214	244	245
Acy3	94	98	33	36	21	13	27	29	10	20	12	15
Acy1	529	518	726	599	389	372	446	319	380	254	155	134
Acvrl1	447	587	534	553	471	523	596	665	575	783	1483	1303
Acvr2b	79	60	43	35	37	35	69	41	21	19	33	31
Acvr2a	646	667	681	682	364	355	1650	1626	1051	921	947	1176
Acvr1c	1	9	3	8	0	1	0	0	1	1	0	1
Acvr1b	692	718	1007	1031	640	659	1051	1138	1509	1488	1269	1120
Acvr1	1323	1429	988	970	304	401	1965	2460	2816	2427	2004	1656
Actrt3	0	2	1	0	1	1	1	0	1	1	1	0
Actrt2	0	0	0	0	0	0	0	0	0	0	0	0
Actrt1	0	0	0	0	0	0	0	0	0	0	0	0
Actr8	365	389	330	308	172	179	404	299	389	385	441	429
Actr6	107	98	20	25	28	25	99	89	63	64	72	82
Actr5	286	271	211	192	84	93	188	176	154	123	80	137
Actr3b	65	60	85	103	32	22	168	114	188	138	114	98
Actr3	3226	3669	4543	4407	1762	1888	3930	3876	5897	4953	5123	4396
Actr2	4664	5012	5909	5765	3590	3873	2919	2291	3190	2985	3308	2798
Actr1b	1965	2234	2116	1835	1304	1306	2703	2537	2563	2524	2471	2248
Actr1a	2457	2514	2475	2338	1212	1214	2535	2009	2656	2557	2663	2577
Actr10	1062	1106	708	690	533	544	1117	1091	1305	1149	1228	1162
Actn4	18973	21906	22928	22956	7824	8059	24445	23773	38098	42021	41244	33950
Actn3	11	5	3	1	3	2	12	17	8	7	12	6
Actn2	6	0	0	1	7	14	15	27	5	9	59	55
Actn1	4385	4219	2607	2528	648	612	18902	16992	23456	22958	18811	16212
Actl9	3	2	5	3	3	3	0	0	1	2	0	1
Actl7b	0	0	1	4	1	1	8	7	8	4	7	3
Actl7a	1	1	1	2	0	0	5	1	5	4	1	6
Actl6b	0	1	0	0	0	0	0	0	0	0	0	0
Actl6a	1326	1315	1712	1195	804	773	1186	830	1163	879	754	656
Actl11	0	0	0	0	0	0	0	0	0	0	0	0
Actl10	1	1	3	0	0	0	3	1	2	1	2	0
Actg2	4	12	30	33	16	10	3304	2583	15454	18352	15493	13750
Actg1	3160	3644	2893	3104	1073	1127	2021	2068	2442	2598	2082	2285
Actc1	3	0	0	0	0	0	2	1	20	30	98	82
Actbl2	0	0	0	0	0	0	0	0	9	6	12	18
Actb	48055	64375	40096	43181	12321	12453	24289	25156	32485	31682	34461	33246
Acta2	226	447	822	741	319	383	124178	111666	391872	420547	429776	335280
Acta1	57	37	3	9	2	1	17	12	134	305	210	219
Acss3	44	39	16	21	17	11	1	4	0	3	2	4
Acss2os	0	0	0	0	0	2	2	0	0	1	2	0
Acss2	219	218	558	515	1753	2138	186	150	290	225	320	375
Acss1	558	883	1690	1447	2439	2456	35	41	93	46	28	39
Acsm5	0	0	0	0	0	0	0	0	0	0	0	0
Acsm4	0	1	0	0	0	0	0	1	1	0	0	0
Acsm3	5	5	0	0	4	5	0	0	3	4	0	1
Acsm2	0	0	1	0	0	0	0	0	0	0	0	0
Acsm1	0	0	0	0	0	0	0	0	0	0	0	0
Acsl6	1	0	0	1	1	1	3	0	4	4	4	5
Acsl5	2940	2753	2049	1750	1161	1158	1481	1200	1193	1142	1068	1039
Acsl4	1219	1478	4615	7885	5626	6258	2919	3515	2398	2184	1705	1545
Acsl3	3860	3254	2762	2568	684	677	3296	3153	2278	1930	1154	1030
Acsl1	1211	1365	18572	21935	33880	36833	693	619	1670	1144	1158	1002
Acsf3	364	364	456	475	355	371	191	141	171	178	130	118
Acsf2	489	550	180	160	65	56	274	236	226	214	147	132
Acsbg2	0	2	1	0	2	0	0	0	1	1	0	1
Acsbg1	563	980	20	27	5	6	20	21	14	8	1	2
Acrv1	3	6	5	4	8	9	3	0	0	1	2	0
Acrbp	80	97	54	54	29	23	124	130	56	65	67	88
Acr	1	2	0	0	0	0	6	6	1	3	1	2
Acpt	4	5	1	2	0	1	42	23	9	8	14	9
Acpp	484	556	59	37	39	20	1803	1889	796	1026	1027	1047
Acp7	2	2	1	1	3	0	18	17	11	10	1	3
Acp6	758	838	706	506	311	288	902	914	612	571	553	517
Acp5	535	561	637	749	914	971	928	1198	1998	1990	1602	1508
Acp2	575	529	317	330	241	229	378	298	424	458	473	516
Acp1	135	143	91	69	61	66	79	75	114	91	94	79
Acoxl	6	5	1	4	0	4	9	7	9	6	9	16
Acox3	430	418	418	416	308	308	504	395	449	423	504	531
Acox2	21	20	38	44	47	36	19	28	18	26	17	18
Acox1	3387	3832	3673	3916	1904	1962	2589	2487	1850	1465	1485	1417
Acot9	579	597	622	648	237	222	555	632	763	726	894	634
Acot8	314	364	233	264	160	193	246	164	243	184	225	211
Acot7	489	560	32	46	39	26	687	827	349	328	168	206
Acot6	104	122	238	172	375	351	33	31	70	72	53	55
Acot5	32	55	114	90	44	23	2	18	28	21	7	6
Acot4	42	56	127	103	40	46	10	16	36	27	7	8
Acot3	9	7	45	38	16	22	5	6	7	4	2	3
Acot2	1327	1422	4025	4958	441	399	496	500	742	551	162	236
Acot13	564	565	543	551	314	288	345	338	292	311	273	314
Acot12	3	1	2	1	0	0	5	2	11	21	30	19
Acot11	102	63	42	25	69	79	34	9	105	51	132	146
Acot10	448	508	504	494	230	174	462	465	630	631	692	579
Acot1	2259	2587	7855	9689	535	414	961	851	1272	953	185	255
Acod1	3	1	17	12	2	3	0	0	5	1	1	0
Aco2	3788	4070	4265	3708	4782	5013	3037	2490	3981	3518	2402	2322
Aco1	1911	1996	3705	3147	2981	3269	2020	1562	2156	1722	2276	2230
Acnat2	0	0	0	0	0	0	0	0	0	0	0	0
Acnat1	16	10	1	0	2	2	0	0	0	0	0	0
Acmsd	0	0	1	0	0	1	2	0	3	2	5	1
Acly	5519	6994	17077	14966	47452	60785	6994	5482	4071	3646	3971	3587
Ackr4	2	4	3	1	1	2	331	424	2052	3103	2810	2826
Ackr3	562	563	229	177	896	1160	4031	4089	8197	8070	11635	9656
Ackr2	4	2	5	2	3	4	4	3	1	3	5	3
Ackr1	252	425	76	68	26	15	1083	1813	357	405	125	118
Acin1	4394	4714	3314	3252	1436	1429	4589	3659	3601	3049	3392	3389
Ache	10	20	0	0	0	1	18	19	18	21	8	18
Acer3	674	727	481	384	188	177	696	932	1298	1299	1240	1020
Acer2	163	214	184	185	120	102	351	448	153	150	165	125
Acer1	0	0	0	0	0	0	1	0	0	0	0	0
Ace2	7	6	1	0	16	25	1	0	3	6	15	5
Ace	941	1183	1736	1257	596	660	1350	1464	365	347	172	207
Acd	531	605	520	414	265	304	538	478	471	422	341	394
Accsl	6	2	0	1	0	0	0	0	2	0	0	0
Accs	153	143	100	106	40	43	163	177	125	146	87	126
Acbd7	7	35	56	61	51	44	2	4	3	6	2	1
Acbd6	869	1004	633	547	343	304	948	806	877	853	675	718
Acbd5	1068	1109	955	883	861	929	1490	1304	1569	1356	1957	1802
Acbd4	498	570	260	285	203	188	845	753	1061	1152	1661	1944
Acbd3	2094	2455	2018	1939	897	851	1944	2088	1691	1574	1272	1158
Acat3	204	206	237	193	802	781	289	268	264	222	261	201
Acat2	323	356	412	352	1387	1266	475	415	436	352	477	383
Acat1	2084	2381	2665	2382	2378	2451	1442	1493	2226	1915	1231	1155
Acap3	1562	1890	1420	1502	471	617	1138	1175	1667	1347	895	843
Acap2	2806	3203	3156	2887	2529	2839	1655	1660	1691	1470	1550	1509
Acap1	23	31	6	7	27	31	18	17	22	15	8	5
Acan	9	3	0	0	1	4	11	8	6	3	11	5
Acadvl	3368	3947	4178	4443	1500	1451	3277	2846	3660	3626	2468	2335
Acadsb	1050	1145	1464	1349	3054	3378	1340	1294	1510	1345	1951	1781
Acads	814	854	1145	1020	333	345	434	365	500	477	419	412
Acadm	1463	1919	1560	1900	790	710	1043	950	931	952	1009	1000
Acadl	2018	2415	2506	3029	390	323	2056	2311	2061	2341	1073	823
Acad9	1685	1978	3257	2162	869	757	2047	1522	1466	1148	823	879
Acad8	503	545	667	537	697	680	448	437	482	451	412	496
Acad12	135	129	55	88	47	39	113	164	99	134	175	191
Acad11	311	312	580	504	479	498	541	573	969	1015	1015	882
Acad10	151	179	102	138	85	100	97	127	98	115	104	112
Acacb	187	285	569	537	6275	7344	208	270	227	219	259	312
Acaca	2055	2264	10780	16360	22289	24039	2091	1749	1602	1369	1653	1514
Acaa2	1418	1811	2007	2200	710	635	1079	1093	1131	1507	840	771
Acaa1b	146	198	274	211	82	76	47	44	82	85	68	57
Acaa1a	1794	2078	2132	1905	941	934	998	834	1197	1221	1221	1206
Abtb2	2091	2528	3164	2477	1020	917	1359	1374	1846	1251	742	750
Abtb1	258	358	243	267	114	84	304	294	177	183	217	236
Abt1	573	535	403	326	143	158	550	497	473	319	177	194
Abracl	683	696	789	643	444	454	569	570	711	739	1278	1046
Abra	0	2	1	2	1	0	0	0	0	1	5	4
Abr	865	879	896	574	1623	2163	1450	1330	1450	1349	1293	1166
Abo	16	8	0	0	0	0	1	0	0	0	0	0
Ablim3	38	37	8	15	5	13	165	227	109	89	87	112
Ablim2	35	40	22	37	16	20	108	129	263	355	541	561
Ablim1	973	1151	104	96	84	88	1446	1418	1100	1101	2080	1911
Abl2	1846	2171	1657	1589	761	641	3901	4723	4683	4564	5416	3703
Abl1	2882	3232	2614	2285	909	859	4396	3473	4910	4155	4095	4420
Abi3bp	20	19	8	9	5	10	76	81	51	49	35	30
Abi3	18	12	6	5	4	2	36	40	19	35	21	30
Abi2	498	477	223	173	42	45	1091	839	1155	843	933	829
Abi1	2195	2377	2795	2654	1062	1018	1850	1755	1876	1669	1793	1859
Abhd8	130	131	179	119	184	197	208	172	240	219	270	327
Abhd6	117	110	82	102	31	32	153	130	124	119	142	139
Abhd5	2093	3463	5698	5496	5767	6217	1395	1214	1150	869	941	850
Abhd4	2175	2619	1254	1666	735	653	2486	2888	1927	2116	2498	2571
Abhd3	82	90	49	34	37	32	204	239	199	161	162	187
Abhd2	9871	8697	4143	2896	1039	963	2856	2545	2465	1880	1344	1140
Abhd18	41	32	58	48	67	50	34	43	35	38	31	53
Abhd17c	1375	1630	2350	1883	1000	883	93	130	213	97	42	50
Abhd17b	698	834	983	869	511	449	424	506	370	281	196	163
Abhd17a	791	1005	1332	864	841	869	641	568	677	581	535	500
Abhd16b	5	8	2	1	4	10	2	3	9	1	2	2
Abhd16a	1193	1454	957	793	657	689	1088	986	1148	1042	1087	1163
Abhd15	16	26	5	5	10	18	31	17	18	9	11	14
Abhd14b	980	1045	1258	1194	521	543	186	190	216	186	234	203
Abhd14a	397	393	339	243	183	158	284	245	172	111	60	66
Abhd13	835	949	852	678	649	629	810	953	867	683	619	544
Abhd12b	0	0	0	0	0	0	3	0	0	0	2	0
Abhd12	1372	1352	1162	950	483	512	772	698	546	570	604	594
Abhd11os	158	164	89	145	137	124	26	9	15	16	12	13
Abhd11	1659	1552	1817	1675	743	874	942	739	968	752	394	404
Abhd10	181	189	99	72	57	65	145	145	168	130	114	139
Abhd1	22	31	48	75	21	15	16	20	18	20	14	16
Abcg8	0	0	0	0	0	0	5	4	5	7	0	0
Abcg5	1	1	0	0	0	0	73	82	66	88	8	10
Abcg4	58	65	17	17	3	1	126	114	71	65	77	81
Abcg3	0	1	2	0	0	0	2	0	4	0	0	0
Abcg2	450	537	4177	5277	8839	7671	674	842	643	606	364	331
Abcg1	609	551	90	120	131	116	150	121	129	58	61	42
Abcf3	857	987	1122	936	812	882	648	578	506	367	328	345
Abcf2	1789	1846	1477	1234	994	1040	1826	1743	1601	1253	974	859
Abcf1	3327	3202	3840	3198	2012	2046	3696	3331	3149	2622	1767	1652
Abce1	3480	3331	3676	3017	3034	3256	3118	3158	3956	2880	1974	1718
Abcd4	259	267	280	321	311	384	267	220	189	228	240	298
Abcd3	1721	1997	3501	3212	2390	2343	1415	1260	2027	1803	2308	2337
Abcd2	1	3	0	2	0	1	110	125	419	206	202	240
Abcd1	385	512	318	325	322	358	338	299	230	228	260	268
Abcc9	34	27	13	6	15	17	109	203	212	319	480	327
Abcc8	711	1306	2	1	3	2	12	15	1	4	0	0
Abcc6	0	0	2	0	0	0	3	7	13	24	18	19
Abcc5	347	459	64	92	44	47	1581	1654	1643	1646	1515	1454
Abcc4	98	136	6	5	2	2	400	328	214	192	199	181
Abcc3	1053	1275	22	31	52	56	99	147	27	39	32	39
Abcc2	1	2	1	2	1	2	0	2	0	1	1	2
Abcc12	0	0	0	0	0	0	1	0	2	0	1	0
Abcc10	466	494	392	366	270	296	451	420	373	358	281	368
Abcc1	1183	939	298	375	64	72	2126	1793	1139	982	1573	1421
Abcb9	133	232	200	193	458	390	96	79	120	113	116	133
Abcb8	694	728	918	788	684	796	301	282	345	327	263	280
Abcb7	943	867	754	635	620	595	584	456	466	358	385	366
Abcb6	313	348	515	469	463	462	385	303	397	355	248	252
Abcb5	0	0	0	0	0	0	0	0	0	0	0	0
Abcb4	1	0	0	0	0	0	7	1	5	1	0	1
Abcb1b	12	11	2	2	1	1	750	800	742	511	361	231
Abcb1a	49	69	12	10	8	1	327	490	154	152	93	77
Abcb11	5	4	14	12	27	31	0	2	8	8	18	15
Abcb10	630	625	538	430	398	428	396	272	274	260	279	256
Abca9	4	8	3	3	5	4	26	40	29	34	20	15
Abca8b	4	14	18	49	50	31	51	54	20	15	12	7
Abca8a	10	25	12	7	12	34	103	75	61	80	40	29
Abca7	449	519	314	364	427	452	174	240	150	188	203	266
Abca6	6	6	0	3	4	3	7	20	29	32	22	14
Abca5	655	707	353	272	284	280	986	1026	1333	1386	1648	1344
Abca4	13	20	10	13	11	10	19	36	18	27	6	10
Abca3	3028	3279	2169	1975	2647	2850	578	500	257	207	229	254
Abca2	1688	1678	1417	1006	486	563	1924	1227	955	729	537	573
Abca17	3	6	8	8	6	11	1	0	0	0	1	0
Abca16	0	0	0	0	0	0	0	0	0	0	0	0
Abca15	0	0	0	0	0	0	0	0	0	0	0	0
Abca14	1	1	0	1	0	0	0	0	1	0	0	0
Abca13	0	0	2	2	0	0	0	0	2	0	0	0
Abca12	2	0	0	0	0	0	89	104	30	39	21	17
Abca1	1415	1445	759	915	150	115	3307	3426	1368	1062	913	835
Abat	15	26	18	5	12	12	1518	1793	1196	884	1032	1104
AB124611	21	31	10	11	3	6	66	72	111	127	152	163
Aatk	11	17	4	3	1	6	746	662	777	555	411	490
Aatf	540	444	564	452	335	332	555	420	424	294	278	254
Aass	243	247	479	773	872	855	80	114	223	172	248	238
Aasdhppt	492	480	543	365	348	404	507	526	691	546	455	392
Aasdh	186	201	152	115	99	84	123	121	154	127	117	111
Aarsd1	607	637	563	365	502	454	424	362	464	391	321	263
Aars2	312	291	317	297	167	181	508	303	429	330	325	358
Aars	1964	2369	3909	2548	2248	1988	2913	2595	2764	2077	2350	2128
Aard	0	0	0	1	0	0	71	87	81	95	66	54
Aar2	818	991	680	628	452	435	835	710	576	445	467	415
Aanat	0	0	1	1	0	1	1	0	1	0	1	0
Aamp	3805	4299	4336	3757	2252	2076	4434	4114	4602	3676	2925	2851
Aamdc	171	152	291	286	177	190	132	159	260	254	249	273
Aak1	1426	1362	1424	1429	871	815	1794	1486	1404	1394	1470	1357
Aagab	958	989	727	674	580	566	672	569	575	645	726	764
Aaed1	360	402	411	529	176	183	456	461	335	441	498	480
Aadat	0	0	0	0	0	0	0	1	1	0	0	0
Aadacl3	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl2	0	0	0	0	0	0	0	0	0	0	0	0
Aadac	0	0	0	2	0	0	0	0	0	0	0	0
Aacs	765	894	1222	930	2979	3943	2179	1839	1510	1095	1447	1209
Aaas	618	613	339	262	271	236	440	399	315	266	208	213
AA986860	935	759	746	881	325	303	53	48	73	68	37	45
AA792892	0	0	0	0	0	0	0	0	0	0	0	0
AA667203	0	0	0	3	1	0	0	0	1	2	3	1
AA666905	1	2	0	0	0	0	0	1	1	0	1	0
AA623943	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	1	0
AA545190	0	0	0	0	0	0	0	0	0	0	0	0
AA543186	15	9	9	4	6	6	6	7	5	4	6	4
AA536875	0	0	0	1	0	0	0	0	0	0	0	0
AA474408	60	43	29	23	20	16	39	46	52	43	64	57
AA467197	0	0	0	0	0	2	1	5	3	4	4	2
AA465934	35	29	9	8	15	13	14	10	24	11	11	7
AA415398	17	23	18	18	29	17	89	104	97	71	51	56
AA414992	1	0	0	0	0	0	1	2	0	0	0	0
AA388235	1	2	1	0	3	3	2	2	2	4	1	2
AA387883	0	0	0	0	0	0	0	0	0	0	0	0
AA066038	0	0	0	0	0	0	0	0	0	0	0	0
A930041C12Rik	1	1	1	0	0	0	4	0	0	1	0	0
A930033H14Rik	4	11	5	7	6	6	17	9	13	17	45	39
A930024E05Rik	19	19	1	6	22	9	12	3	10	11	18	23
A930019D19Rik	0	0	1	0	0	0	0	0	0	1	1	0
A930018P22Rik	0	1	0	0	0	0	1	1	1	5	3	2
A930018M24Rik	24	17	4	5	0	0	4	6	19	19	13	13
A930017M01Rik	3	0	2	3	1	0	0	0	0	0	0	0
A930017K11Rik	4	20	16	10	3	0	11	11	19	7	6	7
A930016O22Rik	6	9	0	0	0	1	1	0	1	2	2	2
A930015D03Rik	159	143	116	84	92	122	145	121	108	94	79	93
A930013F10Rik	153	117	75	69	27	38	67	57	57	37	15	18
A930012O16Rik	6	3	0	3	0	1	6	7	10	7	10	11
A930012L18Rik	1	1	3	4	2	2	5	0	0	0	3	0
A930011G23Rik	0	0	0	0	0	0	8	3	3	3	1	4
A930009A15Rik	0	0	0	0	0	0	19	12	7	2	0	2
A930007I19Rik	4	8	6	1	2	1	7	7	8	6	3	10
A930007A09Rik	63	52	7	12	3	3	27	22	14	11	25	21
A930006K02Rik	2	2	2	0	2	1	3	4	7	3	6	5
A930006I01Rik	4	2	0	4	6	5	1	0	1	1	0	1
A930006D01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930005H10Rik	71	84	71	64	35	38	47	64	82	62	66	64
A930004D18Rik	18	19	4	6	13	5	24	24	32	22	21	23
A930003O13Rik	0	0	0	2	0	0	1	0	0	0	1	0
A930003A15Rik	0	0	0	0	0	0	0	4	0	1	4	1
A930002I21Rik	0	0	0	0	0	0	0	0	0	0	0	0
A930002H24Rik	1	1	1	1	1	1	1	3	1	1	2	0
A930002C04Rik	0	0	0	0	0	0	0	0	0	0	1	0
A930001C03Rik	3	12	3	4	5	3	16	13	7	14	17	17
A930001A20Rik	0	0	1	0	0	0	0	0	0	0	0	0
A830082N09Rik	7	15	3	2	0	1	28	13	16	14	31	28
A830082K12Rik	1	0	0	0	0	0	1	3	0	0	0	3
A830080D01Rik	576	596	358	324	93	141	588	529	427	322	249	273
A830052D11Rik	2	4	0	1	0	0	0	0	0	2	1	2
A830039N20Rik	1	1	1	2	1	0	100	112	379	298	627	513
A830035A12Rik	0	0	1	1	0	0	0	0	0	0	2	0
A830031A19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830029E22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830019L24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A830018L16Rik	5	2	2	9	0	0	16	9	2	2	0	2
A830010M20Rik	56	67	33	31	34	28	111	59	68	91	103	124
A830009L08Rik	1	0	0	0	0	0	21	22	2	9	104	72
A830005F24Rik	0	1	1	0	0	0	1	2	2	1	0	2
A730090N16Rik	3	3	9	5	5	4	1	0	3	3	2	0
A730089K16Rik	0	1	0	0	0	0	0	0	0	0	1	0
A730085K08Rik	2	12	19	6	9	7	3	1	0	5	1	0
A730085E03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730082K24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730063M14Rik	15	21	24	24	6	5	12	28	18	20	17	12
A730056A06Rik	1	1	6	3	2	0	0	0	3	2	15	23
A730049H05Rik	3	2	4	6	1	1	3	11	3	4	1	1
A730046J19Rik	0	0	0	0	0	0	1	0	0	0	0	0
A730045E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730043L09Rik	0	0	0	0	1	0	0	0	0	0	0	0
A730036I17Rik	2	2	3	1	4	0	8	1	0	1	1	0
A730028G07Rik	79	63	38	35	11	11	36	21	19	14	22	12
A730020M07Rik	8	17	3	1	1	2	1	5	1	2	0	1
A730020E08Rik	2	2	3	2	1	1	0	1	0	0	0	0
A730018C14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730017L22Rik	54	63	53	49	34	36	31	56	34	17	33	28
A730017C20Rik	0	0	0	0	0	0	7	8	1	4	0	4
A730013G03Rik	1	2	4	1	0	0	1	2	3	2	3	2
A730011C13Rik	47	48	23	33	13	17	27	30	41	31	33	17
A730009L09Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630095N17Rik	5	6	0	1	3	1	3	4	0	1	2	1
A630095E13Rik	0	1	0	0	1	0	0	2	0	1	0	0
A630091E08Rik	0	1	0	0	0	0	1	1	0	1	0	0
A630089N07Rik	31	22	10	8	29	35	28	30	30	24	22	20
A630077J23Rik	6	7	1	3	0	0	7	10	123	169	98	103
A630076J17Rik	0	0	13	9	17	25	1	0	2	1	2	1
A630075F10Rik	0	0	0	0	0	0	15	8	21	30	29	21
A630073D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630072M18Rik	51	62	48	34	23	18	66	79	81	46	34	52
A630072L19Rik	1	4	2	1	3	0	1	1	1	1	0	0
A630066F11Rik	12	9	12	11	5	3	7	3	6	5	9	6
A630033H20Rik	0	1	0	0	0	0	2	0	3	1	6	2
A630023P12Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630023A22Rik	25	56	35	76	69	82	0	6	6	21	13	7
